,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,_id,genre,imdbID,imdbId,imdbRating,imdbVotes,movielens_Id,sentiment_polarity,tmdbId,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoURL,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,predictedBO
2124,"Robert De Niro, Ben Stiller, Owen Wilson, Dustin Hoffman",3 wins &amp; 4 nominations.,148383780.0,USA,05 Apr 2011,Paul Weitz,"[Comedy, Romance]","English, Ukrainian",27.0,"Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjE3NjQwOV5BMl5BanBnXkFtZTcwNzAyNTMwNA@@._V1_SX300.jpg,Universal Pictures,PG-13,22 Dec 2010,True,98.0,Little Fockers,movie,http://www.littlefockers.net/,"John Hamburg, Larry Stuckey, Greg Glienna (characters), Mary Ruth Clarke (characters)",2010,58f85d9c0d39b85b38208395,Comedy,tt0970866,970866,5.5,"86,965",82852,-0.100378787879,39451.0,"As star-studded as it is heartbreakingly lazy, Little Fockers takes the top-grossing trilogy to embarrassing new lows.",14,rotten,10.0,3.4,146,132,http://www.rottentomatoes.com/m/little_fockers/,34.0,2.9,132857,148213377.0
2125,"Jack Black, Jason Segel, Emily Blunt, Amanda Peet",3 nominations.,42776259.0,USA,19 Apr 2011,Rob Letterman,"[Adventure, Comedy, Family]",English,33.0,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NTUwOTM3Nl5BMl5BanBnXkFtZTcwMDA3NjIwNA@@._V1_SX300.jpg,20th Century Fox,PG,25 Dec 2010,True,85.0,Gulliver's Travels,movie,http://gulliverstravelsthemovie.com/,"Joe Stillman (screenplay), Nicholas Stoller (screenplay), Jonathan Swift (book)",2010,58f85d9c0d39b85b38208394,Adventure|Comedy|Fantasy,tt1320261,1320261,4.9,"53,885",82854,0.0734126984127,38745.0,"Though Jack Black is back doing what he does best, Gulliver's Travels largely fails to do any justice to its source material, relying instead on juvenile humor and special effects.",24,rotten,20.0,3.9,118,94,http://www.rottentomatoes.com/m/gullivers-travels-2010/,27.0,2.7,61717,42679307.3333
2126,"Cher, Christina Aguilera, Eric Dane, Cam Gigandet",Won 1 Golden Globe. Another 5 wins &amp; 17 nominations.,39440655.0,USA,01 Mar 2011,Steve Antin,"[Drama, Music, Musical]","English, Ukrainian",47.0,A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MzEyODI0Ml5BMl5BanBnXkFtZTcwNjIyNDQ4Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,24 Nov 2010,True,119.0,Burlesque,movie,http://www.burlesque-movie.com/,Steve Antin,2010,58f85d9c0d39b85b38208396,Drama|Musical|Romance,tt1126591,1126591,6.4,"62,791",83086,-0.04,42297.0,"Campy and clichéd, Burlesque wastes its talented cast (including a better-than-expected Christina Aguilera) on a movie that wavers uncertainly between ""bad"" and ""so bad it's good.""",54,rotten,36.0,4.8,148,94,http://www.rottentomatoes.com/m/burlesque/,64.0,3.6,65651,39532308.0
2127,"Moises Arias, Bridgit Mendler, David Henrie, Will Arnett",11 wins &amp; 6 nominations.,19192510.0,Japan,22 May 2012,Hiromasa Yonebayashi,"[Animation, Adventure, Family]","Japanese, English",80.0,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their daughter, Arrietty, is discovered.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNjk3OTYyODReQTJeQWpwZ15BbWU3MDgyODY2OTY@._V1_SX300.jpg,Walt Disney Pictures,G,17 Feb 2012,True,94.0,The Secret World of Arrietty,movie,http://www.arriettymovie.co.uk/,"Mary Norton (novel), Hayao Miyazaki (screenplay), Keiko Niwa (screenplay)",2010,58f85d9c0d39b85b38208397,Animation|Children|Fantasy,tt1568921,1568921,7.7,"54,899",83132,0.0333333333333,51739.0,"Visually lush, refreshingly free of family-friendly clatter, and anchored with soulful depth, The Secret World of Arrietty lives up to Studio Ghibli's reputation.",132,certified,95.0,7.7,139,7,http://www.rottentomatoes.com/m/the_secret_world_of_arrietty/,85.0,4.1,60395,19047448.6667
2128,Vik Muniz,Nominated for 1 Oscar. Another 27 wins &amp; 10 nominations.,100000.0,"Brazil, UK",15 Mar 2011,"Lucy Walker, Karen Harley, João Jardim",[Documentary],"English, Portuguese",78.0,"On the outskirts of Rio de Janeiro is Jardim Gramacho, the world's largest landfill, where men and women sift through garbage for a living. Artist Vik Muniz produces portraits of the workers and learns about their lives.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2ODkxMTY1NF5BMl5BanBnXkFtZTcwNTAxMzc5Mw@@._V1_SX300.jpg,Arthouse Films,,21 Jan 2011,True,99.0,Waste Land,movie,http://www.wastelandmovie.com/,,2010,58f85d9c0d39b85b38208398,Documentary,tt1268204,1268204,7.9,"7,390",83293,0.0444444444444,46689.0,"Waste Land begins with an eco-friendly premise, but quickly transforms into an uplifting portrait of the power of art and the dignity of the human spirit.",68,certified,100.0,8.1,68,0,http://www.rottentomatoes.com/m/waste-land/,90.0,4.3,7870,100295614.51
2129,"Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh",2 wins &amp; 1 nomination.,100169068.0,"USA, New Zealand",22 Mar 2011,Eric Brevig,"[Animation, Adventure, Comedy]",English,35.0,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMjU1NTQ0M15BMl5BanBnXkFtZTcwMjIxMTA3Mw@@._V1_SX300.jpg,Warner Bros. Pictures,PG,17 Dec 2010,True,80.0,Yogi Bear,movie,http://yogibear.warnerbros.com/,"Jennifer Ventimilia, Joshua Sternin, Brad Copeland, Joseph Barbera (characters), William Hanna (characters)",2010,58f85d9c0d39b85b38208399,Children|Comedy,tt1302067,1302067,4.6,"16,667",83177,-0.55,41515.0,Yogi Bear's 3D effects and all-star voice cast are cold comfort for its aggressively mediocre screenplay.,13,rotten,13.0,3.6,101,88,http://www.rottentomatoes.com/m/yogi-bear/,34.0,2.8,56058,137324.0
2130,"Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes",4 nominations.,100000.0,"USA, France",01 Aug 2011,Massy Tadjedin,"[Drama, Romance]",English,50.0,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted to. While he's resisting temptation, his wife encounters her past love.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTk1Nzc5OTkwN15BMl5BanBnXkFtZTcwNjEyMTA4NA@@._V1_SX300.jpg,Independent Pictures,R,16 Feb 2011,True,93.0,Last Night,movie,http://www.lastnightmovie.com,Massy Tadjedin,2010,58f85d9c0d39b85b3820839a,Drama|Romance,tt1294688,1294688,6.6,"39,910",83302,0.0587301587302,23830.0,"Last Night doesn't opt for easy answers, but the framework and characters overall are too slight and plain to be compelling.",33,rotten,52.0,5.5,64,31,http://www.rottentomatoes.com/m/1211199-last_night/,46.0,3.2,14171,123845.75
2131,"Dong-gun Jang, Kate Bosworth, Geoffrey Rush, Danny Huston",,5664251.0,"New Zealand, South Korea",28 Jun 2011,Sngmoo Lee,"[Action, Fantasy, Western]",English,45.0,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzkzNjA4M15BMl5BanBnXkFtZTcwMzczNDUwNA@@._V1_SX300.jpg,Rogue,R,03 Dec 2010,True,100.0,The Warrior's Way,movie,http://www.iamrogue.com/thewarriorsway,Sngmoo Lee,2010,58f85d9c0d39b85b3820839b,Action|Fantasy|Western,tt1032751,1032751,6.3,"22,578",83374,0.55,46528.0,"Perfectly, thoroughly divisive, The Warrior's Way will either be delightful or unbearable, depending on your tolerance for surreal, shamelessly over the top collisions of eastern and western clichés.",11,rotten,29.0,4.4,38,27,http://www.rottentomatoes.com/m/the-warriors-way/,47.0,3.2,26622,2400000.0
2132,"Dragos Bucur, Colin Farrell, Ed Harris, Alexandru Potocean",Nominated for 1 Oscar. Another 2 wins &amp; 4 nominations.,2500000.0,"USA, United Arab Emirates, Poland",22 Apr 2011,Peter Weir,"[Adventure, Biography, Drama]","English, Russian, Polish",66.0,"Siberian gulag escapees travel 4,000 miles by foot to freedom in India.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5MTc5MTM3Ml5BMl5BanBnXkFtZTcwMDI2NzgwNA@@._V1_SX300.jpg,Newmarket Films LLC,PG-13,21 Jan 2011,True,133.0,The Way Back,movie,,"Keith R. Clarke (screenplay), Slavomir Rawicz (novel), Peter Weir (screenplay)",2010,58f85d9c0d39b85b3820839c,Drama,tt1023114,1023114,7.3,"88,844",83369,0.188888888889,49009.0,"It isn't as emotionally involving as it should be, but this Peter Weir epic offers sweeping ambition and strong performances to go with its grand visual spectacle.",98,certified,75.0,6.8,131,33,http://www.rottentomatoes.com/m/the-way-back/,72.0,3.6,33337,5665302.0
2133,"Hanna Avrutzki, Luba Gewisser, Jurek Plonski, Aliza Vitis-Shomron",5 wins &amp; 9 nominations.,311542.0,"Germany, Israel",01 Jan 2011,Yael Hersonski,"[Documentary, Drama, History]","German, Hebrew, Yiddish, Polish, English",88.0,"A film about an unfinished film which portrays the people behind and before the camera in the Warsaw Ghetto, exposing the extent of the cinematic manipulation forever changing the way we look at historic images.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NTc3ODcxMF5BMl5BanBnXkFtZTcwMzkwNDE2Mw@@._V1_SX300.jpg,Oscilloscope Pictures,UNRATED,,True,88.0,A Film Unfinished,movie,http://www.oscilloscope.net/shop/view_film.php?ID=25&amp;r;=gallery,Yael Hersonski,2010,58f85d9c0d39b85b3820839d,Documentary|Drama,tt1568923,1568923,7.3,"1,478",83801,-0.366666666667,58772.0,"A heartbreaking, haunting historical document, A Film Unfinished excavates particularly horrible chapter of Holocaust history, and in doing so, the film provides a glimpse into the Nazi propaganda machine.",61,certified,97.0,8.5,63,2,http://www.rottentomatoes.com/m/film_unfinished/,86.0,4.0,1213,298083.625
2134,"Halle Berry, Stellan Skarsgård, Phylicia Rashad, Chandra Wilson",Nominated for 1 Golden Globe. Another 5 wins &amp; 4 nominations.,693181.0,Canada,12 Aug 2014,Geoffrey Sax,"[Biography, Drama]",English,47.0,A drama centered on a go-go dancer with multiple personality disorder who struggles to remain her true self and begins working with a psychotherapist to uncover the mystery of the inner ghosts that haunt her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjgzNzY1N15BMl5BanBnXkFtZTgwNTk4NTMyMTE@._V1_SX300.jpg,Code Black Entertainment,R,12 Aug 2014,True,101.0,Frankie &amp; Alice,movie,http://www.frankieandalicemovie.com/,"Cheryl Edwards (screenplay), Marko King (screenplay), Mary King (screenplay), Jonathan Watters (screenplay), Joe Shrapnel (screenplay), Anna Waterhouse (screenplay), Oscar Janiger (story), Philip Goldberg (story), Cheryl Edwards (story)",2010,58f85d9c0d39b85b3820839e,Drama,tt1221208,1221208,6.5,"3,806",83912,-0.15,55061.0,"Halle Berry gives it her all (and then some), but Frankie &amp; Alice is ultimately too narratively strained and clumsily assembled to do her performance justice.",7,rotten,21.0,4.5,33,26,http://www.rottentomatoes.com/m/frankie_and_alice/,59.0,3.5,11605,131943.666667
2135,"Mark Hogancamp, Emmanuel Nneji, Edda Hogancamp, Tom Neubauer",16 wins &amp; 10 nominations.,112036.0,USA,12 Apr 2011,Jeff Malmberg,"[Documentary, Biography, Fantasy]",English,83.0,"After a vicious attacks leaves him brain-damaged and broke, Mark Hogancamp seeks recovery in ""Marwencol"", a 1/6th scale World War II-era town he creates in his backyard.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDg5NzgzNDM4Nl5BMl5BanBnXkFtZTcwNzY1MzY4Mw@@._V1_SX300.jpg,The Cinema Guild,,08 Oct 2010,True,83.0,Marwencol,movie,http://www.marwencol.com,,2010,58f85d9c0d39b85b3820839f,Documentary,tt1391092,1391092,7.6,"2,472",83827,0.172222222222,52013.0,"Inspiring and fascinating, Marwencol depicts its subject with heartfelt tenderness, raising poignant questions about art and personal tragedy along the way.",57,certified,98.0,8.4,58,1,http://www.rottentomatoes.com/m/marwencol/,87.0,4.1,2306,679335.0
2136,"Steve Coogan, Rob Brydon, Paul Popplewell, Margo Stilley",2 nominations.,1600000.0,UK,11 Oct 2011,Michael Winterbottom,"[Comedy, Drama]",English,,"Steve Coogan has been asked by The Observer to tour the country's finest restaurants, but after his girlfriend backs out on him he must take his best friend and source of eternal aggravation, Rob Brydon.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDEzMTM1OTM4M15BMl5BanBnXkFtZTcwMTE3MDcxNQ@@._V1_SX300.jpg,IFC Films,NOT RATED,24 Apr 2011,True,112.0,The Trip,movie,http://www.ifcfilms.com/films/the-trip,,2010,58f85d9c0d39b85b382083a0,Comedy|Drama,tt1740047,1740047,7.0,"17,882",83976,0.175,63578.0,"Amiable, funny and sometimes insightful, The Trip works as both a showcase for the enduring chemistry between stars Steve Coogan and Rob Brydon and an unexpected perusal of men entering mid-life crises.",87,certified,89.0,7.4,98,11,http://www.rottentomatoes.com/m/the_trip_2011/,70.0,3.6,9706,1569618.0
2137,"James Gandolfini, Kristen Stewart, Melissa Leo, Joe Chrest",2 wins &amp; 3 nominations.,152857.0,"UK, USA",01 Feb 2011,Jake Scott,[Drama],English,50.0,"On a business trip to New Orleans, a damaged man seeks salvation by caring for a wayward young woman.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzOTkxMTY3MV5BMl5BanBnXkFtZTcwNjMyMzk5Mw@@._V1_SX300.jpg,Samuel Goldwyn Films/Destination Films,R,18 Nov 2011,True,110.0,Welcome to the Rileys,movie,http://www.welcometotherileys-movie.com/,Ken Hixon,2010,58f85d9c0d39b85b382083a1,Drama,tt1183923,1183923,7.0,"20,270",84242,0.8,31007.0,"Despite earnest performances, Welcome to the Rileys cannot escape its belabored over-sentimentality and sluggish delivery.",43,rotten,54.0,5.6,79,36,http://www.rottentomatoes.com/m/welcome_to_the_rileys/,57.0,3.4,17462,163863.0
2138,Spalding Gray,1 nomination.,21073.0,USA,19 Jun 2012,Steven Soderbergh,[Documentary],English,76.0,A look at the art of Spalding Gray who drew from real life experience to create a compelling and deeply personal series of monologues.,http://ia.media-imdb.com/images/M/MV5BMjIxNTY0MTU0Ml5BMl5BanBnXkFtZTcwNzUwODYxNA@@._V1_SX300.jpg,IFC Films,NOT RATED,01 Jan 2010,True,89.0,And Everything Is Going Fine,movie,http://www.ifcfilms.com/films/and-everything-is-going-fine,,2010,58f85d9c0d39b85b382083a2,Documentary,tt1122614,1122614,7.2,808,84444,0.154166666667,50779.0,"Even if And Everything Is Going Fine isn't one of Soderbergh's more commercial efforts, this collection of judiciously edited performance footage of the late monologist Spalding Gray gave the director a chance to show a rarely-seen side of his artistry.",27,fresh,90.0,7.8,30,3,http://www.rottentomatoes.com/m/and_everything_is_going_fine/,72.0,3.7,1197,107838.0
2139,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton",14 wins &amp; 16 nominations.,37714860.0,USA,08 Feb 2011,Tyler Perry,[Drama],English,50.0,"Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTExMTA5NjkxNjVeQTJeQWpwZ15BbWU3MDg0NDM5OTM@._V1_SX300.jpg,Lionsgate,R,05 Nov 2010,True,133.0,For Colored Girls,movie,http://www.forcoloredgirlsmovie.com/,"Tyler Perry (screenplay), Ntozake Shange (play)",2010,58f85d9c0d39b85b382083a3,Drama,tt1405500,1405500,6.0,"6,132",84532,0.180476190476,44944.0,"Tyler Perry has assembled a fine cast for this adaptation of the 1975 play, and his heart is obviously in the right place, but his fondness for melodrama cheapens a meaningful story.",33,rotten,32.0,5.1,104,71,http://www.rottentomatoes.com/m/for-colored-girls-who-have-considered-suicide-when-the-rainbow-is-enuf/,73.0,3.8,28924,37665012.0
2140,"Felicity Jones, Jude Akuwudike, Reeve Carney, David Strathairn",Nominated for 1 Oscar. Another 2 wins &amp; 3 nominations.,277515.0,USA,20 Dec 2011,Julie Taymor,"[Comedy, Drama, Fantasy]",English,43.0,"Shakespeare's epic play is translated from page to screen, with the gender of the main character, Prospero, changed from male to female.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MzEyNDg1OV5BMl5BanBnXkFtZTcwMTk4NDY3Mw@@._V1_SX300.jpg,Touchstone Pictures/Miramax Films,PG-13,07 Jan 2011,True,110.0,The Tempest,movie,http://www.tempest-themovie.com/,"Julie Taymor (screenplay), William Shakespeare (play)",2010,58f85d9c0d39b85b382083a4,Comedy|Drama|Fantasy|Romance,tt1274300,1274300,5.4,"6,241",84957,0.00793650793651,113885.0,"Director Julie Taymor's gender-swapping of roles and some frenzied special effects can't quite disguise an otherwise stagey, uninspired take on Shakespeare's classic.",26,rotten,30.0,4.6,87,61,http://www.rottentomatoes.com/m/tempest/,28.0,2.6,19118,20300218.0
2141,"Gwyneth Paltrow, Tim McGraw, Garrett Hedlund, Leighton Meester",Nominated for 1 Oscar. Another 1 win &amp; 6 nominations.,20218921.0,USA,12 Apr 2011,Shana Feste,"[Drama, Music]",English,45.0,"A rising country-music songwriter works with a fallen star to work their way to fame, causing romantic complications along the way.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMjQ0NjE3OV5BMl5BanBnXkFtZTcwODIxNDEwNA@@._V1_SX300.jpg,Screen Gems,PG-13,07 Jan 2011,True,117.0,Country Strong,movie,http://www.countrystrong-movie.com/?hs308=CST6186,Shana Feste,2010,58f85d9c0d39b85b382083a6,Drama|Musical|Romance,tt1555064,1555064,6.3,"14,995",84570,0.466666666667,45272.0,"The cast gives it their all, and Paltrow handles her songs with aplomb, but Country Strong's cliched, disjointed screenplay hits too many bum notes.",29,rotten,22.0,4.5,130,101,http://www.rottentomatoes.com/m/country_strong/,53.0,3.3,32906,278490.5
2142,"Jesse Eisenberg, Justin Bartha, Ari Graynor, Danny A. Abeckaser",2 wins &amp; 2 nominations.,302886.0,USA,05 Oct 2010,Kevin Asch,"[Biography, Crime, Drama]","English, Hebrew",51.0,"In Brooklyn, a youth from an Orthodox Jewish community is lured into becoming an Ecstasy dealer by his pal who has ties to an Israeli drug cartel.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzNjE4NDU1NF5BMl5BanBnXkFtZTcwMTAwNzQ0Mw@@._V1_SX300.jpg,First Independent Pictures,R,23 Dec 2010,True,89.0,Holy Rollers,movie,http://holyrollersfilm.com/,Antonio Macia,2010,58f85d9c0d39b85b382083a5,Crime|Drama,tt1143896,1143896,5.9,"4,325",85305,0.05,45022.0,"Despite a promising premise and a solid central performance from Jesse Eisenberg, Holy Rollers lacks the depth necessary to overcome its cliched script.",45,rotten,52.0,5.4,87,42,http://www.rottentomatoes.com/m/holy_rollers/,33.0,3.0,3173,297201.0
2143,"Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",1 win.,200000.0,USA,09 Aug 2011,James Gunn,"[Comedy, Crime, Drama]",English,50.0,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDkxNjI1NF5BMl5BanBnXkFtZTcwMzE5Njc1NA@@._V1_SX300.jpg,IFC Midnight,R,10 Jun 2011,True,96.0,Super,movie,http://www.thecrimsonbolt.com/,James Gunn,2010,58f85d9c0d39b85b382083a7,Action|Comedy|Drama,tt1512235,1512235,6.8,"62,851",85401,0.138888888889,45132.0,"Super's intriguing premise and talented cast are drowned in a blood-red sea of graphic violence, jarring tonal shifts, and thinly written characters.",57,rotten,49.0,5.5,117,60,http://www.rottentomatoes.com/m/super-2010/,56.0,3.3,22453,5293525.0
